,fluencer,follower,score
5952,The Jackson 5,Boyzone,2.9099828292364025
5953,The Jackson 5,The Jets,2.568050833375483
5954,The Jackson 5,Boyz II Men,1.2840254166877414
5955,The Jackson 5,Bootsy Collins,1.1331484530668263
5956,The Jackson 5,Bell Biv DeVoe,1.2840254166877414
5957,The Jackson 5,"Earth, Wind & Fire",1.0
5958,The Jackson 5,Bay City Rollers,2.0
5959,The Jackson 5,Jamiroquai,1.4549914146182013
5960,The Jackson 5,Westlife,2.9099828292364025
5961,The Jackson 5,Rufus,1.0
5962,The Jackson 5,Ralph Tresvant,1.2840254166877414
5963,The Jackson 5,New Kids on the Block,2.568050833375483
5964,The Jackson 5,The Go! Team,3.2974425414002564
5965,The Jackson 5,Another Bad Creation,1.2840254166877414
5966,The Jackson 5,*NSYNC,2.9099828292364025
5967,The Jackson 5,Jonas Brothers,3.2974425414002564
5968,The Jackson 5,Pretty Ricky,1.6487212707001282
5969,The Jackson 5,Gloria Gaynor,1.1331484530668263
5970,The Jackson 5,Hi-Five,1.4549914146182013
5971,The Jackson 5,The Five Stairsteps,1.0
5972,The Jackson 5,Backstreet Boys,2.9099828292364025
5973,The Jackson 5,Kool & the Gang,1.0
5974,The Jackson 5,East 17,2.9099828292364025
5975,The Jackson 5,El DeBarge,1.1331484530668263
5976,The Jackson 5,Debbie Gibson,2.568050833375483
5977,The Jackson 5,DeBarge,1.2840254166877414
5978,The Jackson 5,New Edition,1.2840254166877414
5979,The Jackson 5,Menudo,2.2662969061336526
5980,The Jackson 5,Hanson,2.9099828292364025
5981,The Jackson 5,Jamie Lawson,3.2974425414002564
5982,Kirk Franklin,Smokie Norful,1.1331484530668263
5983,Kirk Franklin,LaShun Pace,1.0
5984,Kirk Franklin,Jessica Simpson,2.0
5985,Kirk Franklin,Michelle Williams,1.0
5986,Kirk Franklin,Lecrae,1.1331484530668263
5987,Kirk Franklin,TonÃ©x,2.0
5988,Kirk Franklin,Yolanda Adams,1.191246216612358
5989,Kirk Franklin,Donnie McClurkin,1.0
5990,Kirk Franklin,Mary Mary,1.0
5991,Kirk Franklin,Trin-i-tee 5:7,1.0
5992,Kirk Franklin,Travis Greene,1.1331484530668263
5993,Boyzone,Clay Aiken,1.1331484530668263
5994,Boyzone,Westlife,1.0
5995,Boyzone,S Club 7,1.0
5996,Boyzone,Robyn,1.0
5997,Boyzone,Jesse McCartney,1.0
5998,Boyzone,One Direction,1.2840254166877414
5999,Billy Bragg,Ani DiFranco,1.0
6000,Billy Bragg,Beck,1.1331484530668263
6001,Billy Bragg,Green Day,1.0
6002,Billy Bragg,Great Big Sea,2.2662969061336526
6003,Billy Bragg,Uncle Tupelo,1.0
6004,Billy Bragg,Dillinger Four,1.1331484530668263
6005,Billy Bragg,Mason Jennings,1.2840254166877414
6006,Billy Bragg,The Proclaimers,1.0
6007,Billy Bragg,Against Me!,1.1331484530668263
6008,Billy Bragg,Dashboard Confessional,1.1331484530668263
6009,Billy Bragg,The Weakerthans,1.1331484530668263
6010,Billy Bragg,Damien Rice,2.2662969061336526
6011,Billy Bragg,Folk Implosion,1.1331484530668263
6012,Billy Bragg,The Saw Doctors,1.1331484530668263
6013,Billy Bragg,Anti-Flag,1.0
6014,Billy Bragg,Dan Bern,1.1331484530668263
6015,Billy Bragg,Mumford & Sons,1.2840254166877414
6016,Billy Bragg,King Krule,1.4549914146182013
6017,Billy Bragg,George Ezra,1.4549914146182013
6018,Kevin Coyne,"Bonnie ""Prince"" Billy",1.2840254166877414
6019,Kevin Coyne,Elliott Smith,1.1331484530668263
6020,Kevin Coyne,Destroyer,1.2840254166877414
6021,Kevin Coyne,Okkervil River,1.4549914146182013
6022,Kevin Coyne,Wreckless Eric,1.0
6023,Kevin Coyne,Ane Brun,1.4549914146182013
6024,Kevin Coyne,The Decemberists,1.4549914146182013
6025,Kevin Coyne,Laura Marling,1.4549914146182013
6026,The Jam,Supergrass,1.2840254166877414
6027,The Jam,The Chords,1.0
6028,The Jam,Bad Religion,1.1331484530668263
6029,The Jam,The Housemartins,1.1331484530668263
6030,The Jam,The Libertines,1.4549914146182013
6031,The Jam,Billy Bragg,1.1331484530668263
6032,The Jam,Conflict,1.1331484530668263
6033,The Jam,The La's,1.1331484530668263
6034,The Jam,James,1.1331484530668263
6035,The Jam,Green Day,1.1331484530668263
6036,The Jam,Sham 69,1.0
6037,The Jam,Foo Fighters,1.2840254166877414
6038,The Jam,French Kicks,1.4549914146182013
6039,The Jam,The English Beat,1.0
6040,The Jam,U2,1.0
6041,The Jam,Razorlight,1.4549914146182013
6042,The Jam,Dexys Midnight Runners,1.0
6043,The Jam,Department S,1.1331484530668263
6044,The Jam,Pulp,1.1331484530668263
6045,The Jam,Arctic Monkeys,1.4549914146182013
6046,The Jam,Material Issue,1.1331484530668263
6047,The Jam,Oasis,1.2840254166877414
6048,The Jam,The Kooks,1.4549914146182013
6049,The Jam,The Offspring,1.1331484530668263
6050,The Jam,Orange Juice,1.0
6051,The Jam,The Vapors,1.0
6052,The Jam,The Proclaimers,1.1331484530668263
6053,The Jam,MaxÃ¯mo Park,1.4549914146182013
6054,The Jam,The Stone Roses,1.1331484530668263
6055,The Jam,Morrissey,1.1331484530668263
6056,The Jam,Ash,1.2840254166877414
6057,The Jam,The Cribs,1.4549914146182013
6058,The Jam,Angelic Upstarts,1.0
6059,The Jam,Blur,1.1331484530668263
6060,The Jam,The Exploited,1.1331484530668263
6061,The Jam,The Futureheads,1.4549914146182013
6062,The Jam,Ben Harper,1.2840254166877414
6063,The Jam,Ocean Colour Scene,1.2840254166877414
6064,The Jam,The Muffs,1.2840254166877414
6065,The Jam,The Smiths,1.1331484530668263
6066,The Jam,Kaiser Chiefs,1.4549914146182013
6067,The Jam,Manic Street Preachers,1.2840254166877414
6068,The Jam,Dirty Pretty Things,1.4549914146182013
6069,Kiss,Soundgarden,1.1331484530668263
6070,Kiss,Pantera,1.1331484530668263
6071,Kiss,Alice in Chains,1.1331484530668263
6072,Kiss,Spinal Tap,2.2662969061336526
6073,Kiss,Trans-Siberian Orchestra,2.568050833375483
6074,Kiss,Slaughter,1.1331484530668263
6075,Kiss,Slayer,1.1331484530668263
6076,Kiss,Skid Row,1.1331484530668263
6077,Kiss,Pearl Jam,1.2840254166877414
6078,Kiss,Andrew W.K.,1.2840254166877414
6079,Kiss,Angel,1.0
6080,Kiss,Babylon A.D.,1.1331484530668263
6081,Kiss,Bon Jovi,1.1331484530668263
6082,Kiss,Insane Clown Posse,1.2840254166877414
6083,Kiss,Kid Rock,1.1331484530668263
6084,Kiss,Kix,1.0
6085,Kiss,Cornelius,1.2840254166877414
6086,Kiss,L7,1.1331484530668263
6087,Kiss,Cinderella,1.1331484530668263
6088,Kiss,The Cult,1.1331484530668263
6089,Kiss,Dead Boys,1.0
6090,Kiss,The Darkness,1.4549914146182013
6091,Kiss,Bathory,1.1331484530668263
6092,Kiss,Eagles of Death Metal,1.2840254166877414
6093,Kiss,Twisted Sister,1.0
6094,Kiss,Foo Fighters,1.2840254166877414
6095,Kiss,Def Leppard,1.0
6096,Kiss,Warrant,1.1331484530668263
6097,Kiss,Type O Negative,1.1331484530668263
6098,Kiss,Dinosaur Jr.,1.1331484530668263
6099,Kiss,David Lee Roth,1.0
6100,Kiss,Rob Zombie,1.2840254166877414
6101,Kiss,Weezer,1.2840254166877414
6102,Kiss,Judas Priest,1.191246216612358
6103,Kiss,Van Halen,1.0
6104,Kiss,Saigon Kick,1.1331484530668263
6105,Kiss,Scorpions,1.191246216612358
6106,Kiss,Urge Overkill,1.1331484530668263
6107,Kiss,Lita Ford,1.0
6108,Kiss,Venom,1.0
6109,Kiss,Jerry Cantrell,1.1331484530668263
6110,Kiss,Ratt,1.1331484530668263
6111,Kiss,Mercyful Fate,1.1331484530668263
6112,Kiss,Melvins,1.1331484530668263
6113,Kiss,Placebo,1.2840254166877414
6114,Kiss,Poison,1.1331484530668263
6115,Kiss,Nirvana,1.1331484530668263
6116,Kiss,Queens of the Stone Age,1.2840254166877414
6117,Kiss,Redd Kross,1.1331484530668263
6118,Kiss,Negative Approach,1.1331484530668263
6119,Kiss,The Replacements,1.0
6120,Kiss,Anthrax,1.1331484530668263
6121,Kiss,Monster Magnet,1.1331484530668263
6122,Kiss,MÃ¶tley CrÃ¼e,1.1331484530668263
6123,Kiss,Guns N' Roses,1.1331484530668263
6124,Kiss,Saving Abel,1.4549914146182013
6125,Kiss,Stone Temple Pilots,1.2840254166877414
6126,Kiss,GWAR,1.1331484530668263
6127,Kiss,Godsmack,1.2840254166877414
6128,Kiss,Manowar,1.1331484530668263
6129,Kiss,Sepultura,1.1331484530668263
6130,Kiss,Alien Sex Fiend,1.1331484530668263
6131,Kiss,Slipknot,1.2840254166877414
6132,Kiss,King Diamond,1.0
6133,Kiss,The Donnas,1.2840254166877414
6134,Kiss,Extreme,1.1331484530668263
6135,Kiss,Coal Chamber,1.2840254166877414
6136,Kiss,Garth Brooks,2.2662969061336526
6137,Kiss,Great White,1.1331484530668263
6138,Kiss,Turbonegro,1.1331484530668263
6139,Kiss,W.A.S.P.,1.1331484530668263
6140,Kiss,Hinder,1.4549914146182013
6141,Kiss,White Zombie,1.1331484530668263
6142,Kiss,Marilyn Manson,1.1331484530668263
6143,Kiss,Loudness,1.1331484530668263
6144,Kiss,Loverboy,1.1331484530668263
6145,Kiss,Velvet Revolver,1.4549914146182013
6146,Kiss,Quiet Riot,1.0
6147,Kiss,The Mighty Mighty Bosstones,1.1331484530668263
6148,Kiss,Misfits,1.0
6149,Kiss,45 Grave,1.1331484530668263
6150,Kiss,Accept,1.0
6151,Kiss,Anvil,1.0
6152,Kiss,Agnostic Front,1.1331484530668263
6153,Kiss,Hanoi Rocks,1.1331484530668263
6154,Kiss,Danzig,1.1331484530668263
6155,Kiss,X Japan,1.1331484530668263
6156,Kiss,Black Veil Brides,1.4549914146182013
6157,Kiss,Andy Black,1.6487212707001282
6158,Kirsty MacColl,SinÃ©ad O'Connor,1.0
6159,India.Arie,Jonathan McReynolds,2.2662969061336526
6160,Billy Squier,Tesla,1.1331484530668263
6161,Billy Squier,Andrew W.K.,1.2840254166877414
6162,Billy Squier,Autograph,1.1331484530668263
6163,Billy Squier,Bon Jovi,1.1331484530668263
6164,Billy Squier,Bad English,1.1331484530668263
6165,Billy Squier,The Darkness,1.4549914146182013
6166,Billy Squier,Warrant,1.1331484530668263
6167,Billy Squier,Melissa Etheridge,1.1331484530668263
6168,Billy Squier,Richard Marx,1.1331484530668263
6169,Billy Squier,Poison,1.1331484530668263
6170,Billy Squier,The Outfield,1.1331484530668263
6171,Billy Squier,Damn Yankees,1.1331484530668263
6172,Billy Squier,Mr. Big,1.1331484530668263
6173,Billy Squier,Winger,1.1331484530668263
6174,Billy Squier,Extreme,1.1331484530668263
6175,Billy Squier,Alannah Myles,1.1331484530668263
6176,Kleeer,DÃ¢m-Funk,1.4549914146182013
6177,Iron and Wine,Joshua Radin,1.0
6178,Iron and Wine,The Lumineers,1.0
6179,Kelis,Far East Movement,2.2662969061336526
6180,Kelis,Santigold,2.2662969061336526
6181,Kelis,Teyana Taylor,1.1331484530668263
6182,Kelis,Bibi Bourelly,2.568050833375483
6183,Kelis,Kali Uchis,2.568050833375483
6184,Billy Joe Royal,Shelby Lynne,1.4549914146182013
6185,Billy Joe Royal,Lacy J. Dalton,1.2840254166877414
6186,Billy Joe Royal,Alan Jackson,1.6487212707001282
6187,Bobby Marchan,Divine,2.568050833375483
6188,The Heptones,Black Uhuru,1.1331484530668263
6189,The Heptones,Culture,1.1331484530668263
6190,The Heptones,U-Roy,1.0
6191,The Heptones,UB40,2.2662969061336526
6192,The Heptones,Lucky Dube,1.4549914146182013
6193,The Heptones,Third World,1.1331484530668263
6194,The Heptones,The Abyssinians,1.1331484530668263
6195,The Heptones,Aswad,1.1331484530668263
6196,The Heptones,Burning Spear,1.1331484530668263
6197,The Heptones,Steel Pulse,1.1331484530668263
6198,The Heptones,Israel Vibration,1.1331484530668263
6199,James Gang,The Black Crowes,1.4549914146182013
6200,James Gang,Blind Melon,1.4549914146182013
6201,James Gang,Boston,1.1331484530668263
6202,James Gang,The Doobie Brothers,1.1331484530668263
6203,James Gang,Journey,1.1331484530668263
6204,James Gang,REO Speedwagon,1.0
6205,James Gang,Aerosmith,1.1331484530668263
6206,James Gang,Heart,1.1331484530668263
6207,James Gang,Blues Traveler,1.2840254166877414
6208,James Gang,UFO,1.0
6209,James Gang,Molly Hatchet,1.1331484530668263
6210,James Gang,Foreigner,1.1331484530668263
6211,Billy Thorpe,Aldo Nova,1.4549914146182013
6212,Billy Thorpe,INXS,1.2840254166877414
6213,Billy Joel,Keith Green,2.0
6214,Billy Joel,Curtis Stigers,2.568050833375483
6215,Billy Joel,Grayson Hugh,2.568050833375483
6216,Billy Joel,Gavin DeGraw,1.6487212707001282
6217,Billy Joel,Ben Folds,1.4549914146182013
6218,Billy Joel,Jamie Cullum,1.6487212707001282
6219,Billy Joel,John Mayer,1.4549914146182013
6220,Billy Joel,Julian Lennon,1.2840254166877414
6221,Billy Joel,Richard Marx,1.2840254166877414
6222,Billy Joel,James Blunt,1.6487212707001282
6223,Billy Joel,Michael W. Smith,2.568050833375483
6224,Billy Joel,Toby Keith,2.9099828292364025
6225,Billy Joel,Daniel Powter,1.6487212707001282
6226,Billy Joel,Melody Gardot,3.2974425414002564
6227,Billy Joel,Bruce Hornsby,1.2840254166877414
6228,Billy Joel,Jack's Mannequin,1.6487212707001282
6229,Billy Joel,Marc Cohn,1.4549914146182013
6230,Billy Joel,Something Corporate,1.4549914146182013
6231,Billy Joel,Five for Fighting,1.4549914146182013
6232,Billy Joel,Garth Brooks,2.568050833375483
6233,Billy Joel,Debbie Gibson,1.2840254166877414
6234,Billy Joel,Rascal Flatts,2.9099828292364025
6235,Billy Joel,The Piano Guys,3.7364919148644447
6236,The Judds,Pam Tillis,1.0
6237,The Judds,Chely Wright,1.1331484530668263
6238,The Judds,LeAnn Rimes,1.1331484530668263
6239,The Judds,Jo Dee Messina,1.1331484530668263
6240,The Judds,Shania Twain,1.1331484530668263
6241,The Judds,Dixie Chicks,1.0
6242,The Judds,Lee Ann Womack,1.1331484530668263
6243,The Judds,Ty Herndon,1.1331484530668263
6244,The Judds,Deana Carter,1.1331484530668263
6245,The Judds,Sara Evans,1.1331484530668263
6246,The Judds,Lila McCann,1.1331484530668263
6247,The Judds,Jessica Andrews,1.1331484530668263
6248,The Judds,The Wreckers,1.2840254166877414
6249,The Judds,Terri Clark,1.1331484530668263
6250,The Judds,Suzy Bogguss,1.191246216612358
6251,The Judds,Jamie O'Neal,1.2840254166877414
6252,The Judds,Laura Bell Bundy,2.568050833375483
6253,The Jazz Crusaders,Kool & the Gang,2.0
6254,The Jazz Crusaders,Poncho Sanchez,1.0
6255,Irene Cara,Janet Jackson,2.2662969061336526
6256,Irene Cara,Lizz Wright,3.2974425414002564
6257,Irene Cara,Jennifer Lopez,1.4549914146182013
6258,Irene Cara,Gloria Estefan,1.1331484530668263
6259,Kelly Clarkson,Ashley Tisdale,1.191246216612358
6260,Kelly Clarkson,Miley Cyrus,1.0
6261,Kelly Clarkson,Vanessa Hudgens,1.0
6262,Kelly Clarkson,Demi Lovato,1.0
6263,The Jordanaires,The Everly Brothers,2.2662969061336526
6264,The Jordanaires,Billy Ray Cyrus,1.6487212707001282
6265,The Jordanaires,Tammy Wynette,1.2840254166877414
6266,The Jordanaires,Dixie Chicks,1.6487212707001282
6267,The Jordanaires,Loretta Lynn,1.2840254166877414
6268,The Jordanaires,Brooks & Dunn,1.8682459574322223
6269,The Jordanaires,The Statler Brothers,1.1331484530668263
6270,The Jordanaires,Barbara Mandrell,1.1331484530668263
6271,The Jordanaires,The Oak Ridge Boys,1.0
6272,The Jordanaires,Alabama,1.4549914146182013
6273,The Knack,Fastball,1.2840254166877414
6274,The Knack,Weezer,1.2840254166877414
6275,The Knack,Marvelous 3,1.2840254166877414
6276,The Knack,Material Issue,1.1331484530668263
6277,The Knack,Off Broadway,1.0
6278,The Knack,The New Pornographers,1.2840254166877414
6279,The Knack,The Plimsouls,1.1331484530668263
6280,The Knack,Harvey Danger,1.2840254166877414
6281,Ian Hunter,The Clash,1.2840254166877414
6282,Ian Hunter,Cheap Trick,1.2840254166877414
6283,Ian Hunter,Graham Parker & the Rumour,1.2840254166877414
6284,Ian Hunter,Jet,1.8682459574322223
6285,Ian Hunter,Matthew Sweet,1.4549914146182013
6286,Ian Hunter,The Soft Boys,1.2840254166877414
6287,Ian Hunter,The Strokes,1.6487212707001282
6288,Ian Hunter,Great White,1.4549914146182013
6289,Ian Hunter,Freedy Johnston,1.4549914146182013
6290,The Juliana Theory,August Burns Red,1.1331484530668263
6291,The Hollies,America,1.1331484530668263
6292,The Hollies,Bee Gees,1.0
6293,The Hollies,Badfinger,1.0
6294,The Hollies,The La's,1.2840254166877414
6295,The Hollies,Barclay James Harvest,1.0
6296,The Hollies,"Crosby, Stills, Nash & Young",1.0
6297,The Hollies,Crowded House,1.2840254166877414
6298,The Hollies,"Crosby, Stills & Nash",1.0
6299,The Hollies,The Beau Brummels,1.0
6300,The Hollies,Bay City Rollers,1.0
6301,The Hollies,Flo & Eddie,1.1331484530668263
6302,The Hollies,Electric Light Orchestra,1.1331484530668263
6303,The Hollies,Flamin' Groovies,1.0
6304,The Hollies,James Taylor,1.0
6305,The Hollies,Leo Sayer,1.1331484530668263
6306,The Hollies,Let's Active,1.2840254166877414
6307,The Hollies,The Rubinoos,1.1331484530668263
6308,The Hollies,Procol Harum,1.0
6309,The Hollies,Love,1.0
6310,The Hollies,Matthew Sweet,1.2840254166877414
6311,The Hollies,Material Issue,1.2840254166877414
6312,The Hollies,The Move,1.0
6313,The Hollies,The dB's,1.1331484530668263
6314,The Hollies,The Posies,1.2840254166877414
6315,The Hollies,The Records,1.1331484530668263
6316,The Hollies,1910 Fruitgum Company,1.0
6317,The Hollies,10cc,1.1331484530668263
6318,The Hollies,Air Supply,1.1331484530668263
6319,The Hollies,Sweet,1.1331484530668263
6320,The Hollies,Guided by Voices,1.2840254166877414
6321,The Hollies,The Turtles,1.0
6322,The Hollies,The Stone Roses,1.2840254166877414
6323,The Hollies,Herman's Hermits,1.0
6324,The Hollies,Bread,1.0
6325,The Hollies,Tom Petty,1.1331484530668263
6326,The Hollies,Brinsley Schwarz,1.1331484530668263
6327,The Hollies,Strawberry Alarm Clock,1.0
6328,The Hollies,The Left Banke,1.0
6329,The Hollies,Colin Blunstone,1.0
6330,The Hollies,Squeeze,1.1331484530668263
6331,The Hollies,Elton John,1.0
6332,The Hollies,Emitt Rhodes,1.0
6333,The Hollies,Freedy Johnston,1.2840254166877414
6334,The Hollies,Todd Rundgren,1.0
6335,The Hollies,Buffalo Springfield,1.0
6336,Kelly Price,Jennifer Hudson,1.1331484530668263
6337,Kelly Price,K. Michelle,1.1331484530668263
6338,Kid Rock,Papa Roach,1.1331484530668263
6339,Kid Rock,Taproot,1.1331484530668263
6340,Kid Rock,Skindred,1.1331484530668263
6341,Kid Rock,Ill NiÃ±o,1.1331484530668263
6342,Kid Rock,Crazy Town,1.1331484530668263
6343,Kid Rock,Drowning Pool,1.1331484530668263
6344,Kid Rock,Disturbed,1.1331484530668263
6345,Kid Rock,Uncle Kracker,1.1331484530668263
6346,Kid Rock,Puddle of Mudd,1.1331484530668263
6347,Kid Rock,Seether,1.1331484530668263
6348,Kid Rock,Slipknot,1.1331484530668263
6349,Kid Rock,Big & Rich,2.2662969061336526
6350,Kid Rock,Finger Eleven,1.1331484530668263
6351,Kid Rock,(hed) p.e.,1.1331484530668263
6352,Kid Rock,Upchurch,2.9099828292364025
6353,The Jayhawks,Kings of Leon,1.2840254166877414
6354,The Jayhawks,Neko Case,1.1331484530668263
6355,The Jayhawks,Reckless Kelly,1.1331484530668263
6356,The Jayhawks,The National,1.2840254166877414
6357,The Jayhawks,Train,1.1331484530668263
6358,The Jayhawks,The Avett Brothers,1.2840254166877414
6359,The Jayhawks,The Gourds,1.1331484530668263
6360,The Jayhawks,Ryan Adams,1.1331484530668263
6361,The Jayhawks,Tift Merritt,2.2662969061336526
6362,Jimmy Page,Brian May,1.1331484530668263
6363,Jimmy Page,Slash,1.4549914146182013
6364,Jimmy Page,Steve Vai,1.4549914146182013
6365,Jimmy Page,Gary Moore,1.2840254166877414
6366,Jimmy Page,Eddie Van Halen,1.2840254166877414
6367,Jimmy Page,John Frusciante,1.4549914146182013
6368,Jimmy Page,Rainbow,1.2840254166877414
6369,Jimmy Page,Mick Ronson,1.1331484530668263
6370,Jimmy Page,Ace Frehley,1.1331484530668263
6371,Jimmy Page,Tom Morello,1.6487212707001282
6372,Jimmy Page,Ted Nugent,1.0
6373,Jimmy Page,Paul Stanley,1.2840254166877414
6374,Jimmy Page,Joe Satriani,1.2840254166877414
6375,Jimmy Page,John Petrucci,1.6487212707001282
6376,Billy Ocean,Ziggy Marley,2.0
6377,The Jesus Lizard,Mclusky,1.2840254166877414
6378,The Jesus Lizard,The Rapture,2.2662969061336526
6379,The Jesus Lizard,Bush,1.1331484530668263
6380,The Jesus Lizard,Yeah Yeah Yeahs,1.2840254166877414
6381,Billy Paul,Paul Young,2.568050833375483
6382,Billy Paul,D'Angelo,1.6487212707001282
6383,Billy Paul,Amy Winehouse,1.8682459574322223
6384,Billy Paul,Daryl Hall & John Oates,2.568050833375483
6385,Billy Paul,Simply Red,2.9099828292364025
6386,Billy Paul,Jill Scott,1.6487212707001282
6387,Billy Paul,Musiq Soulchild,1.8682459574322223
6388,Billy Paul,Cameo,1.2840254166877414
6389,Billy Lee Riley,Bob Dylan,1.1331484530668263
6390,Billy Lee Riley,Creedence Clearwater Revival,1.1331484530668263
6391,Billy Lee Riley,The Cramps,1.2840254166877414
6392,Billy Lee Riley,Robert Gordon,1.2840254166877414
6393,Billy Lee Riley,Stray Cats,1.4549914146182013
6394,Billy Lee Riley,The Shadows,1.0
6395,Billy Lee Riley,Dan Penn,1.1331484530668263
6396,Billy Lee Riley,The Blasters,1.2840254166877414
6397,Billy Lee Riley,Dwight Yoakam,2.568050833375483
6398,Ini Kamoze,Shaggy,1.1331484530668263
6399,The Last Poets,Rage Against the Machine,2.9099828292364025
6400,The Last Poets,Zack de la Rocha,2.9099828292364025
6401,Chely Wright,Sara Evans,1.0
6402,Chely Wright,Carrie Underwood,1.1331484530668263
6403,Black Box,Daft Punk,1.1331484530668263
6404,King Floyd,KC & the Sunshine Band,1.1331484530668263
6405,Ian Dury,Billy Bragg,1.1331484530668263
6406,Ian Dury,Kirsty MacColl,1.1331484530668263
6407,Ian Dury,Madness,1.0
6408,Ian Dury,Robbie Williams,1.2840254166877414
6409,Ian Dury,Pulp,1.1331484530668263
6410,Ian Dury,Neneh Cherry,1.1331484530668263
6411,Ian Dury,The Specials,1.0
6412,Ian Dury,The Pogues,1.1331484530668263
6413,Ian Dury,The Streets,2.568050833375483
6414,Idris Muhammad,Stanton Moore,1.4549914146182013
6415,King Curtis,The Mar-Keys,1.1331484530668263
6416,King Curtis,The J.B.'s,1.1331484530668263
6417,King Curtis,Con Funk Shun,1.1331484530668263
6418,King Curtis,Donny Hathaway,1.1331484530668263
6419,King Curtis,Eric Clapton,2.2662969061336526
6420,King Curtis,Rare Earth,2.2662969061336526
6421,King Curtis,Jimi Hendrix,2.2662969061336526
6422,King Curtis,The Memphis Horns,1.1331484530668263
6423,King Curtis,Billy Preston,1.0
6424,King Curtis,Stevie Wonder,1.1331484530668263
6425,King Curtis,The Allman Brothers Band,2.2662969061336526
6426,King Curtis,The Beatles,2.2662969061336526
6427,King Curtis,Commodores,1.1331484530668263
6428,King Curtis,Clarence Clemons,2.568050833375483
6429,King Curtis,The Ventures,2.0
6430,King Curtis,Tom Scott,2.2662969061336526
6431,Colosseum,Yes,1.0
6432,Inner City,Basement Jaxx,1.1331484530668263
6433,The Gun Club,PJ Harvey,1.1331484530668263
6434,The Gun Club,Concrete Blonde,1.0
6435,The Gun Club,Whiskeytown,1.1331484530668263
6436,The Gun Club,The Jesus and Mary Chain,1.0
6437,The Gun Club,The Reverend Horton Heat,1.0
6438,The Gun Club,Yeah Yeah Yeahs,1.2840254166877414
6439,The Gun Club,Pixies,1.0
6440,The Gun Club,The White Stripes,1.1331484530668263
6441,The Gun Club,The Von Bondies,1.2840254166877414
6442,Black Flag,P.O.D.,1.2840254166877414
6443,Black Flag,Soundgarden,1.1331484530668263
6444,Black Flag,T.S.O.L.,1.1331484530668263
6445,Black Flag,Pantera,1.1331484530668263
6446,Black Flag,All,1.1331484530668263
6447,Black Flag,Sleep,1.2840254166877414
6448,Black Flag,Slayer,1.1331484530668263
6449,Black Flag,Superchunk,1.1331484530668263
6450,Black Flag,Sick of It All,1.1331484530668263
6451,Black Flag,Bleeding Through,1.4549914146182013
6452,Black Flag,Bad Religion,1.1331484530668263
6453,Black Flag,Babes in Toyland,1.1331484530668263
6454,Black Flag,Bad Brains,1.0
6455,Black Flag,Bongzilla,1.2840254166877414
6456,Black Flag,L7,1.1331484530668263
6457,Black Flag,Corrosion of Conformity,1.1331484530668263
6458,Black Flag,Crowbar,1.1331484530668263
6459,Black Flag,Christian Death,1.1331484530668263
6460,Black Flag,Face to Face,1.2840254166877414
6461,Black Flag,Faith No More,1.1331484530668263
6462,Black Flag,Dirty Projectors,1.4549914146182013
6463,Black Flag,Green Day,1.1331484530668263
6464,Black Flag,Rise Against,1.2840254166877414
6465,Black Flag,Foo Fighters,1.2840254166877414
6466,Black Flag,Voivod,1.1331484530668263
6467,Black Flag,Dos,1.1331484530668263
6468,Black Flag,Unwound,1.2840254166877414
6469,Black Flag,Dinosaur Jr.,1.1331484530668263
6470,Black Flag,Vision of Disorder,1.2840254166877414
6471,Black Flag,M.I.A.,1.1331484530668263
6472,Black Flag,Uncle Tupelo,1.1331484530668263
6473,Black Flag,Whiskeytown,1.2840254166877414
6474,Black Flag,Pennywise,1.1331484530668263
6475,Black Flag,Dillinger Four,1.2840254166877414
6476,Black Flag,Saint Vitus,1.1331484530668263
6477,Black Flag,Screaming Trees,1.1331484530668263
6478,Black Flag,Screeching Weasel,1.1331484530668263
6479,Black Flag,NOFX,1.1331484530668263
6480,Black Flag,Rancid,1.2840254166877414
6481,Black Flag,Meat Puppets,1.1331484530668263
6482,Black Flag,Melvins,1.1331484530668263
6483,Black Flag,Nirvana,1.1331484530668263
6484,Black Flag,Napalm Death,1.1331484530668263
6485,Black Flag,Queens of the Stone Age,1.2840254166877414
6486,Black Flag,The Replacements,1.0
6487,Black Flag,Minor Threat,1.1331484530668263
6488,Black Flag,The Reverend Horton Heat,1.1331484530668263
6489,Black Flag,Operation Ivy,1.1331484530668263
6490,Black Flag,The Offspring,1.1331484530668263
6491,Black Flag,Minutemen,1.1331484530668263
6492,Black Flag,The Lemonheads,1.1331484530668263
6493,Black Flag,Mudhoney,1.1331484530668263
6494,Black Flag,My Chemical Romance,1.4549914146182013
6495,Black Flag,Hatebreed,1.2840254166877414
6496,Black Flag,7 Seconds,1.1331484530668263
6497,Black Flag,Suicidal Tendencies,1.1331484530668263
6498,Black Flag,Sum 41,1.2840254166877414
6499,Black Flag,Stone Temple Pilots,1.2840254166877414
6500,Black Flag,Strung Out,1.2840254166877414
6501,Black Flag,HÃ¼sker DÃ¼,1.0
6502,Black Flag,GWAR,1.1331484530668263
6503,Black Flag,Glassjaw,1.2840254166877414
6504,Black Flag,Yellowcard,1.2840254166877414
6505,Black Flag,Avenged Sevenfold,1.2840254166877414
6506,Black Flag,Entombed,1.1331484530668263
6507,Black Flag,Sepultura,1.1331484530668263
6508,Black Flag,Sonic Youth,1.1331484530668263
6509,Black Flag,Soul Asylum,1.1331484530668263
