,artist_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms
3384,932328,0.4555,0.9440000000000001,0.46875,142.09425,-3.977,1,5.0,0.006752325,0.084003785,0.260475,0.0512,211033.25
3405,2406958,0.58225,0.5085,0.406,111.20200000000001,-8.081,0,7.0,0.395325,0.000366735,0.1269,0.101475,224692.0
3429,81079,0.589428571,0.5670000000000001,0.455714286,129.0461429,-8.944428571,1,11.0,0.18704285699999998,0.0,0.18938571399999998,0.037142857,304994.1429
3445,190888,0.6729999999999999,0.768,0.583285714,100.28428570000001,-8.044857143,1,6.0,0.1138,0.5514057139999999,0.160114286,0.0403,270354.1429
3457,377908,0.629428571,0.669714286,0.805571429,133.3618571,-9.806142857000001,1,6.0,0.2925,0.038074199999999996,0.167285714,0.032914286,191720.0
3490,1190,0.585,0.553666667,0.537,112.80733329999998,-9.160333332999999,1,7.0,0.649333333,0.00020849,0.112733333,0.0687,311475.3333
3505,21009,0.441333333,0.794166667,0.355333333,137.88416669999998,-4.092333333,1,6.0,0.077812167,0.0003467,0.430066667,0.083816667,263183.3333
3561,119629,0.5116666670000001,0.279666667,0.44,121.17166670000002,-16.64666667,0,0.0,0.8723333329999999,0.833,0.0993,0.046333333,344999.6667
3567,122023,0.48100000000000004,0.46299999999999997,0.5156666670000001,106.429,-7.698666667,1,7.0,0.557666667,0.004266667,0.205333333,0.044433333,150942.0
3594,168958,0.706666667,0.429,0.8676666670000001,110.79799999999999,-12.76566667,1,4.0,0.25941,0.00174175,0.2173,0.038033332999999996,180737.6667
3624,228371,0.379333333,0.547333333,0.409,108.16633329999999,-10.74733333,0,4.0,0.37326666700000005,0.34333333299999996,0.226666667,0.034633332999999995,247551.3333
3644,290775,0.421333333,0.39666666700000003,0.40466666700000004,114.17333329999998,-14.91033333,0,5.0,0.599666667,0.01823371,0.165333333,0.054433333,375631.0
3662,340364,0.6426666670000001,0.6811666670000001,0.596833333,141.7731667,-9.135166667,0,1.0,0.255683333,0.014388833,0.12663333300000001,0.0338,341435.5
3665,350892,0.4305,0.1841,0.27885,108.30216670000001,-20.3555,0,7.0,0.6991666670000001,0.5440796999999999,0.3851,0.045833333,318937.6667
3675,380737,0.46966666700000004,0.875,0.47633333299999997,98.35466667,-5.197,1,9.0,0.0937,0.29241833300000003,0.16973333300000001,0.063533333,247804.6667
3709,558596,0.5455,0.258166667,0.5076666670000001,101.3285,-17.97916667,1,1.0,0.6303333329999999,0.39666333299999995,0.1555,0.051833332999999995,457342.1667
3729,630845,0.6266666670000001,0.7656666670000001,0.773666667,109.17766670000002,-11.183,1,1.0,0.1605,0.08900936699999999,0.075766667,0.042966667,279613.3333
3735,646353,0.379,0.301333333,0.394666667,89.486,-12.850999999999999,0,10.0,0.537666667,0.26966666699999997,0.131233333,0.043,405822.0
3749,747243,0.691666667,0.657666667,0.369666667,106.35833329999998,-5.8420000000000005,0,6.0,0.044706667,0.0,0.26866666699999997,0.143666667,243702.3333
3758,755792,0.6788333329999999,0.5535,0.703,112.24466670000001,-10.69883333,0,5.0,0.303333333,3.3799999999999995e-05,0.11823333300000001,0.0842,332098.0
3760,759187,0.727166667,0.5870000000000001,0.563333333,109.29866670000001,-6.790666667000001,1,11.0,0.034939833,1.06e-06,0.111666667,0.130283333,256631.0
3783,804338,0.359333333,0.706333333,0.284333333,114.99566670000002,-11.31833333,1,5.0,3.01e-05,0.675666667,0.2,0.034333333,349880.0
3792,819946,0.597666667,0.52,0.6103333329999999,92.61166667,-9.682333332999999,1,2.0,0.373,0.000393917,0.0989,0.0447,230511.0
3795,830028,0.735,0.799666667,0.941,126.71600000000001,-6.9670000000000005,1,3.0,0.629,0.11915051300000001,0.22876666699999998,0.059433333,149173.6667
3851,1836313,0.384,0.875,0.1664,136.8483333,-5.5773333329999994,0,11.0,0.007223667,0.016876666999999998,0.10546666699999999,0.18933333300000002,378137.6667
3860,2393563,0.59,0.529666667,0.205333333,136.57399999999998,-6.707666667000001,1,5.0,0.0956,0.0,0.10846666699999999,0.09743333300000001,243973.3333
3891,166025,0.4724,0.4094,0.7494,135.9464,-15.2298,1,10.0,0.6768,0.06123340000000001,0.6478,0.04602,595074.8
3894,179379,0.4816,0.3468,0.5392,87.3596,-17.0766,1,10.0,0.6212,0.00220216,0.16376,0.04782,267448.0
3984,35864,0.5705,0.5385,0.6315,122.3305,-16.525,1,2.0,0.2492,0.127000605,0.4591,0.0416,297117.0
4026,86750,0.5475,0.55,0.763,156.33700000000002,-10.911,1,1.0,0.38055,0.22055,0.1392,0.0377,372840.0
4050,113721,0.7065,0.5805,0.7805,127.959,-8.2175,0,2.0,0.22325,0.40101,0.162,0.0285,300006.5
4058,121318,0.5505,0.5975,0.6175,84.2575,-7.957000000000001,1,1.0,0.6475,0.051454999999999994,0.1196,0.0384,333846.5
4060,125569,0.5379999999999999,0.6275,0.7140000000000001,187.7395,-11.4,1,6.0,0.0629,0.02935,0.11199999999999999,0.047,334766.5
4070,138071,0.5235,0.669,0.6655,156.55100000000002,-7.2860000000000005,1,7.0,0.4835,3.24e-05,0.079,0.1505,232940.0
4097,173007,0.59375,0.2305,0.48575,113.88175,-20.08125,1,3.0,0.88525,0.409615625,0.16475,0.17055,199816.5
4121,204708,0.5655,0.6495,0.9059999999999999,148.6495,-10.638,1,0.0,0.0068715,0.2748505,0.1466,0.04305,177060.0
4140,228180,0.7020000000000001,0.779,0.9045,114.6955,-8.038,1,7.0,0.0608,0.00035350000000000003,0.126,0.05445,228920.0
4151,242949,0.6535,0.512,0.7125,116.13799999999999,-10.2985,1,2.0,0.354,0.43505,0.179,0.06485,245133.5
4155,247699,0.431,0.975,0.46399999999999997,152.0295,-4.6515,1,6.0,0.0003655,0.0211,0.253,0.08835,212162.5
4166,261332,0.573,0.3605,0.499,99.413,-8.759,0,7.0,0.6575,0.4405575,0.11035,0.0623,173760.0
4171,276592,0.39,0.18100000000000002,0.2675,83.022,-21.776999999999997,1,5.0,0.9745,0.8455,0.1305,0.03955,206827.0
4172,276626,0.53,0.976,0.2195,105.9505,-4.1685,1,1.0,0.0040286,0.0,0.4375,0.1525,246791.0
4191,300013,0.6635,0.0557,0.5175,99.3175,-18.23,1,0.0,0.9785,0.1505,0.107,0.07415,177786.5
4281,556199,0.555,0.852,0.251,100.4975,-6.3415,1,2.0,0.0225655,1.8e-06,0.532,0.0434,250810.0
4293,583478,0.39299999999999996,0.9535,0.5539999999999999,116.99700000000001,-11.1205,1,7.0,0.00069875,0.551,0.2225,0.05745,277053.0
4323,662545,0.545,0.5035,0.3175,82.98700000000001,-7.1275,0,6.0,0.2225,0.0,0.08205,0.0626,253786.5
4335,673114,0.7425,0.332,0.583,86.24600000000001,-14.613,1,7.0,0.1965,0.00264,0.08415,0.04915,336000.0
4343,711954,0.4335,0.804,0.1689,134.07299999999998,-6.8485,1,7.0,0.000265,0.21475,0.1215,0.03045,302426.5
4380,775494,0.773,0.60425,0.579,85.49775,-5.94275,0,7.0,0.05469500000000001,5.35e-07,0.176475,0.095,231483.0
4409,803469,0.6925,0.9265,0.7595,116.9755,-5.525,1,8.0,0.07785,2.93e-06,0.218,0.182,209580.0
4422,823762,0.7785,0.534,0.8140000000000001,92.00200000000001,-8.7145,1,7.0,0.05195,0.0,0.0379,0.0445,281613.5
4448,888394,0.7235,0.2965,0.5385,134.5195,-16.8055,1,5.0,0.8220000000000001,0.0037814999999999997,0.1141,0.0392,285226.5
4449,890799,0.7555,0.564,0.948,115.079,-10.554,1,7.0,0.16899999999999998,1.4999999999999999e-05,0.06115,0.03555,206766.5
4507,1971972,0.715,0.7275,0.562,99.005,-4.273,0,5.0,0.0869,0.0208,0.3945,0.0458,188103.5
4536,3535210,0.5405,0.74,0.34,117.9925,-5.4345,1,1.0,0.0598,0.0,0.12435,0.18005,197806.5
4548,97325,0.372666667,0.915333333,0.22366666699999999,122.05966670000001,-6.687666667,0,6.0,0.0012433330000000001,0.000231533,0.646333333,0.39,280889.0
4553,153503,0.429,0.289333333,0.349,112.52633329999999,-20.09466667,0,1.0,0.7343333329999999,0.629,0.144666667,0.036733333,418880.3333
4581,566138,0.7959999999999999,0.664666667,0.38833333299999995,118.354,-5.4676666670000005,1,9.0,0.060966667,3.7e-05,0.191,0.0507,207484.3333
4586,617336,0.508,0.771333333,0.545333333,115.413,-9.089333332999999,1,7.0,0.18600000000000003,0.600014933,0.34,0.2174,270893.6667
4624,3056,0.585,0.369,0.579,94.087,-16.855,1,4.0,0.9329999999999999,0.00534,0.624,0.05,185560.0
4653,22020,0.5660000000000001,0.887,0.527,123.935,-10.24,1,7.0,0.0277,0.9059999999999999,0.127,0.0529,424973.0
4654,22602,0.385,0.9209999999999999,0.649,96.521,-6.785,0,10.0,0.000105,0.026000000000000002,0.0692,0.0528,182067.0
4696,45287,0.769,0.387,0.509,87.86,-9.905,1,8.0,0.134,0.00143,0.142,0.0421,389107.0
4697,45379,0.655,0.7559999999999999,0.882,93.02600000000001,-11.408,1,6.0,0.0211,0.000292,0.282,0.239,238293.0
4733,71166,0.7040000000000001,0.381,0.8420000000000001,107.074,-11.984000000000002,0,6.0,0.11199999999999999,0.00078,0.303,0.0301,185573.0
4744,77698,0.41700000000000004,0.1,0.24600000000000002,67.117,-18.136,0,10.0,0.988,0.0012,0.139,0.0581,202707.0
4774,97949,0.514,0.43,0.8,77.086,-12.36,1,5.0,0.225,5.31e-06,0.159,0.0308,169133.0
4782,99888,0.491,0.696,0.893,144.765,-10.113999999999999,1,9.0,0.7070000000000001,0.0,0.21100000000000002,0.0301,165360.0
4783,100659,0.249,0.0524,0.038,128.119,-23.226,1,2.0,0.919,0.9359999999999999,0.11900000000000001,0.0373,557173.0
4787,103033,0.376,0.504,0.625,140.79399999999998,-9.454,1,0.0,0.368,1.72e-06,0.162,0.0372,139533.0
4817,123345,0.114,0.0339,0.0402,81.199,-21.805999999999997,0,2.0,0.9890000000000001,0.48200000000000004,0.133,0.0423,158067.0
4846,138560,0.7835,0.23,0.742,135.785,-13.048,0,10.0,0.9415,0.0005035,0.165,0.0338,163880.0
4902,170690,0.575,0.155,0.7659999999999999,149.513,-15.210999999999999,1,10.0,0.89,0.309,0.163,0.0512,195760.0
4935,189831,0.37200000000000005,0.168,0.195,96.074,-22.965999999999998,1,5.0,0.738,0.7290000000000001,0.0917,0.0319,465133.0
4963,207290,0.617,0.336,0.0393,103.87,-10.661,0,4.0,0.862,0.11,0.41700000000000004,0.0363,419680.0
4974,214546,0.37,0.2632,0.3864,129.2615,-20.4215,1,9.0,0.514,0.563,0.08465,0.035,594387.0
4987,226331,0.306,0.7759999999999999,0.265,132.969,-7.47,1,9.0,0.00717,0.8340000000000001,0.0767,0.0714,255160.0
4999,241635,0.5710000000000001,0.634,0.32799999999999996,106.78399999999999,-6.146,1,2.0,0.38299999999999995,1e-05,0.313,0.0246,368800.0
5011,246487,0.797,0.6559999999999999,0.9620000000000001,119.456,-8.619,1,2.0,0.054000000000000006,0.00205,0.131,0.0587,217453.0
5022,251851,0.593,0.593,0.161,73.609,-8.443,1,10.0,0.299,0.001,0.308,0.193,209667.0
5034,261087,0.258,0.9279999999999999,0.353,163.58,-5.098,1,2.0,0.0017,0.0034,0.375,0.106,114680.0
5097,333175,0.46799999999999997,0.215,0.41700000000000004,72.11,-9.204,0,2.0,0.9620000000000001,0.73,0.102,0.0269,176787.0
5100,335431,0.32,0.156,0.0664,159.618,-12.258,1,2.0,0.96,0.904,0.0775,0.033,325400.0
5147,406898,0.428,0.594,0.556,198.67,-12.716,1,10.0,0.7340000000000001,0.0,0.5670000000000001,0.379,138298.0
5159,424928,0.35,0.313,0.557,99.45700000000001,-11.353,1,1.0,0.9329999999999999,2.61e-05,0.113,0.031,140773.0
5175,470588,0.515,0.309,0.5429999999999999,77.581,-15.859000000000002,0,11.0,0.40700000000000003,0.951,0.0939,0.0286,203600.0
5205,494537,0.633,0.132,0.25,104.46600000000001,-14.174000000000001,1,2.0,0.9,0.622,0.33799999999999997,0.0372,166067.0
5234,559927,0.624,0.626,0.8190000000000001,104.15299999999999,-6.046,1,4.0,0.12300000000000001,0.0,0.149,0.0527,209960.0
5269,603036,0.6890000000000001,0.57,0.753,136.988,-7.992000000000001,0,5.0,0.345,0.0,0.122,0.0914,163973.0
5276,614339,0.341,0.708,0.736,86.64,-10.464,1,10.0,0.354,0.7490000000000001,0.355,0.10099999999999999,169173.0
5287,621112,0.603,0.782,0.731,124.303,-4.832,1,2.0,0.11800000000000001,0.0,0.363,0.162,257893.0
5318,675351,0.516,0.69,0.39799999999999996,129.833,-6.944,1,6.0,0.165,0.0,0.126,0.0436,250880.0
5335,720786,0.326,0.3,0.391,185.63,-13.671,1,9.0,0.44299999999999995,0.0,0.139,0.0454,295907.0
5336,722448,0.44299999999999995,0.991,0.0519,155.045,-3.458,1,1.0,0.00398,0.000579,0.106,0.281,264774.0
5370,759694,0.337,0.159,0.204,78.807,-15.605,0,0.0,0.7290000000000001,0.0117,0.0946,0.0374,335333.0
5417,795271,0.593,0.669,0.6459999999999999,121.055,-11.642999999999999,1,2.0,0.431,2.6e-06,0.0844,0.0623,177147.0
5441,808613,0.63,0.198,0.322,131.004,-17.561,1,7.0,0.96,0.8809999999999999,0.0717,0.0448,158933.0
5465,825209,0.41,0.961,0.319,93.43299999999999,-6.858,0,1.0,4.12e-06,0.875,0.158,0.10099999999999999,168840.0
5509,855619,0.725,0.614,0.429,95.039,-7.015,1,0.0,0.136,0.792,0.062,0.0409,336800.0
5523,889276,0.456,0.618,0.308,99.37200000000001,-11.213,0,3.0,0.6920000000000001,0.0445,0.5920000000000001,0.045,235333.0
5532,900349,0.507,0.401,0.5579999999999999,105.06700000000001,-10.962,1,11.0,0.177,2.3800000000000003e-05,0.252,0.045,138410.0
5542,921024,0.7290000000000001,0.33899999999999997,0.647,151.341,-17.358,1,0.0,0.0107,0.9079999999999999,0.377,0.0902,45707.0
5584,954592,0.711,0.775,0.745,125.044,-4.04,1,1.0,0.316,0.0,0.102,0.0295,265160.0
5600,1000558,0.478,0.927,0.775,125.346,-4.266,1,0.0,0.000343,0.0,0.359,0.047,217707.0
5606,1032216,0.597,0.755,0.0467,89.146,-2.209,0,4.0,0.0423,0.0,0.5820000000000001,0.052000000000000005,238333.0
5677,3077599,0.6990000000000001,0.491,0.24,81.095,-9.911,1,1.0,0.0756,0.0,0.61,0.218,367151.0
5713,3661738,0.491,0.406,0.27899999999999997,140.05100000000002,-13.309000000000001,1,5.0,0.82,0.245,0.122,0.0278,289970.0
5715,13038,0.6659999999999999,0.626,0.96,100.62,-8.735,1,8.0,0.182,0.873,0.0748,0.0399,299800.0
5747,184406,0.654,0.41100000000000003,0.708,112.11200000000001,-14.93,1,3.0,0.474,0.000305,0.218,0.0409,378227.0
5753,210757,0.345,0.214,0.278,74.035,-19.347,1,0.0,0.86,3.58e-06,0.106,0.14300000000000002,180840.0
5789,559501,0.308,0.308,0.355,116.145,-12.95,1,2.0,0.961,0.8240000000000001,0.187,0.0395,157889.0
5792,622277,0.488,0.585,0.185,73.012,-7.544,1,8.0,0.0107,0.0,0.15,0.04,426933.0
5820,852665,0.758,0.424,0.778,108.09899999999999,-12.175,0,7.0,0.275,0.7959999999999999,0.102,0.0529,393107.0
5829,955700,0.084,0.00835,0.0679,83.285,-33.475,0,8.0,0.982,0.943,0.0597,0.040999999999999995,427360.0
5851,3410250,0.637,0.501,0.431,103.993,-6.148,0,0.0,0.22899999999999998,5.91e-05,0.099,0.187,185461.0
